waveSize,wTimeStamp,precipitation,windSpeed,locationName
22.59,2015-06-08 05:0:13,1,17.9,Phalacrocorax carbo
22.09,2011-05-21 02:54:32,1,17.58,Mirounga angustirostris
11.19,1997-08-05 08:48:18,1,11.47,Phalacrocorax niger
1.07,2008-05-13 01:11:50,1,20.76,Bettongia penicillata
23.5,2008-05-04 03:11:48,1,15.36,Agama sp.
4.76,1992-05-14 06:18:18,0,13.41,Pseudalopex gymnocercus
19.01,2018-10-25 05:20:24,0,0.74,Bettongia penicillata
6.29,2018-07-10 08:35:25,0,4.73,Phascogale calura
9,2017-04-23 02:52:19,1,3.59,unavailable
15.92,2020-04-14 05:23:41,0,9.8,unavailable
13.11,2001-02-20 02:50:47,1,24.74,Coluber constrictor
7.84,2023-01-02 05:47:34,0,7.97,Notechis semmiannulatus
14.36,2009-01-07 08:50:27,0,22.02,Sula dactylatra
12.16,2021-01-08 10:43:12,1,19.36,Corvus albicollis
2.02,2006-11-01 03:05:18,1,22.72,Papio cynocephalus
23.82,2001-01-23 08:59:20,0,15.97,Cacatua tenuirostris
6.55,2007-04-02 07:54:45,0,0.16,Phalacrocorax carbo
20.4,1994-12-11 06:29:14,1,5.34,Sula dactylatra
15.63,2014-08-04 02:41:06,0,16.79,Cyrtodactylus louisiadensis
7.45,2021-09-22 07:10:55,0,10.19,Alligator mississippiensis
7.14,2016-01-12 06:18:42,0,24.86,Bubalus arnee
1.14,2011-08-11 10:59:48,1,0.37,Eudyptula minor
7.54,1998-12-05 08:48:23,0,22.1,Lamprotornis nitens
5.27,2000-09-13 11:06:22,0,1.49,Papio cynocephalus
18.42,1997-08-16 02:51:40,0,14.76,Dendrohyrax brucel
24.9,2018-08-19 10:37:06,0,15,Rangifer tarandus
14.44,2021-05-06 06:36:18,0,21.44,Dipodomys deserti
12.58,1996-12-10 05:08:55,1,16.93,Damaliscus lunatus
11.16,2004-05-01 06:24:06,1,14.44,Bettongia penicillata
14.99,2006-07-10 12:47:56,0,3.83,Sylvicapra grimma
3.13,1997-11-17 12:45:36,1,17.1,Naja nivea
19.53,2010-01-17 10:33:01,0,1.01,Acridotheres tristis
14.21,1996-04-21 02:20:02,0,18.77,Cynictis penicillata
1.71,2019-09-16 08:10:44,1,14.14,Melanerpes erythrocephalus
3.29,1999-11-12 02:04:14,0,23.2,Corvus brachyrhynchos
21.86,1999-11-13 01:09:47,1,11.64,Estrilda erythronotos
15.82,1996-07-14 04:11:36,0,0.61,Eurocephalus anguitimens
18.13,1995-03-17 10:17:46,0,14.53,Connochaetus taurinus
18.45,2019-10-21 08:30:35,1,19.91,Bettongia penicillata
8.84,2007-05-07 01:03:49,1,8.54,Sylvicapra grimma
22.99,2013-06-23 09:58:56,1,5.78,Cercatetus concinnus
12.73,2023-09-17 12:25:43,0,7.05,Melanerpes erythrocephalus
17.61,2018-04-24 11:16:46,1,3.14,Tiliqua scincoides
23.81,1999-10-26 07:39:57,1,12.59,Haematopus ater
12.32,2019-06-08 09:32:46,0,4.16,Chlamydosaurus kingii
13.87,2009-05-04 08:48:25,1,12.39,Corvus albicollis
17.98,2023-03-03 04:27:22,1,8.79,Lamprotornis nitens
24.19,2012-12-20 03:09:31,1,24.88,Dasypus novemcinctus
6.14,1999-10-24 09:52:37,1,20.18,Rangifer tarandus
5.41,2001-01-08 08:18:43,0,2.7,Agama sp.
16.9,2012-09-02 02:29:50,0,7.04,Papio cynocephalus
20.98,2001-01-21 02:56:01,0,0.66,Vanellus sp.
16.62,1991-04-04 07:19:32,1,11.56,Cynomys ludovicianus
9.21,2008-08-19 11:28:15,1,11.88,Bettongia penicillata
20.97,2002-07-24 09:45:45,1,4.82,Estrilda erythronotos
7.19,1995-09-10 07:41:0,0,19.39,Bradypus tridactylus
5.9,2007-06-17 11:52:55,0,9.56,Mirounga angustirostris
19.66,2019-02-23 06:47:56,1,20.96,Deroptyus accipitrinus
6.69,2013-10-09 11:43:31,1,12.82,Damaliscus lunatus
1.56,1992-11-03 05:42:34,0,10.58,Phalacrocorax niger
17,2023-04-23 01:57:26,0,14.7,Falco mexicanus
2.86,2020-08-24 06:20:43,1,7.8,Pterocles gutturalis
16.39,2001-12-16 04:06:42,1,22.27,Acridotheres tristis
2.82,2012-04-19 07:01:17,1,20.25,Pterocles gutturalis
7.56,1993-03-12 05:36:34,1,3.96,Crotalus triseriatus
21.06,2001-01-20 05:20:37,1,8.32,Drymarchon corias couperi
13.81,1994-09-08 12:34:08,1,7.72,Larus dominicanus
16.96,2002-03-03 09:04:42,1,22.68,Buteo jamaicensis
18.15,1995-03-13 03:52:01,0,8.62,Bradypus tridactylus
23.17,1999-12-12 01:02:20,1,18.92,Colobus guerza
19.29,2018-09-19 11:25:01,1,24.7,Cynictis penicillata
21.93,1997-05-10 02:54:36,1,24.69,Cynictis penicillata
16.52,1992-09-13 09:40:45,0,19.94,Pterocles gutturalis
5.93,2000-08-08 06:35:34,1,5.71,Ephippiorhynchus mycteria
0.37,2008-04-14 01:0:50,0,8.83,Fregata magnificans
14.26,2009-03-17 04:21:44,1,9.64,Coluber constrictor
23.45,2005-10-25 05:56:17,0,24.71,Gymnorhina tibicen
18.9,2011-12-23 07:50:03,0,11.34,Cercatetus concinnus
14.63,2020-11-27 07:26:17,1,15.63,Cyrtodactylus louisiadensis
12.12,2004-04-17 07:01:35,0,7.21,Dipodomys deserti
10.67,2004-02-14 05:46:05,0,8.69,Sula dactylatra
6.47,1994-02-21 04:28:08,1,3.54,Cynictis penicillata
13.97,2023-05-09 07:34:12,0,1.97,Crotalus triseriatus
19.94,2003-11-23 05:07:58,1,12.39,Meleagris gallopavo
9.2,2007-01-06 08:37:08,1,18.13,Ciconia episcopus
3.75,2021-12-10 01:11:10,1,18.18,Falco mexicanus
8.95,1995-05-05 02:36:09,0,2.59,Papio cynocephalus
9.55,2001-08-18 08:06:44,1,0.36,Chauna torquata
23.69,1995-04-04 08:04:21,1,10.64,Bradypus tridactylus
6.04,2014-08-02 10:24:43,1,10.12,Vanellus sp.
6.45,2009-08-01 12:39:34,0,7.26,Corvus brachyrhynchos
9.63,2001-12-01 05:36:15,0,21.27,Fregata magnificans
1.08,1994-04-01 05:02:39,0,1.18,Colobus guerza
19.96,1993-10-23 03:06:12,1,7.72,Vanellus sp.
15.04,2023-01-21 12:17:51,0,16.01,Fregata magnificans
17.67,2011-01-13 12:58:21,1,5.09,Ephippiorhynchus mycteria
22.22,2002-01-16 10:06:53,0,7.29,Connochaetus taurinus
15.93,1990-01-26 11:55:03,0,24.72,Chlamydosaurus kingii
24.36,1993-07-03 01:22:45,1,9.98,Pterocles gutturalis
18.9,2009-06-10 02:51:06,0,1.52,Chauna torquata
9.75,2018-12-15 02:17:46,1,14.8,Phascogale calura
8.26,2006-10-21 08:52:33,1,8.23,Corvus albicollis
16.24,1994-03-18 05:10:14,1,6.93,Alligator mississippiensis
9.96,2016-02-01 03:55:17,1,11.45,Buteo jamaicensis
18.35,1995-03-04 12:16:58,1,12.21,Antidorcas marsupialis
23.99,2022-12-12 04:09:22,0,17.02,Sylvicapra grimma
3.14,2022-11-10 06:23:0,0,1.62,Deroptyus accipitrinus
2.94,1993-10-11 01:18:55,0,20.38,Melanerpes erythrocephalus
15.89,1994-06-02 02:35:57,1,20.06,Cynictis penicillata
23.91,2022-09-25 01:53:55,0,11.51,Lama glama
3.51,1994-02-11 05:15:28,1,16.19,Chloephaga melanoptera
8.66,2010-12-01 06:50:21,0,12.29,Canis mesomelas
20.4,2009-04-22 07:28:58,0,4.67,Chloephaga melanoptera
17.01,1998-06-14 09:30:53,1,3.68,Notechis semmiannulatus
0.87,2019-02-23 10:59:58,1,17.01,Phascogale calura
5.75,2020-12-09 03:29:35,0,4.11,Buteo jamaicensis
20.67,1996-05-26 11:43:09,0,5.63,Lamprotornis nitens
6.77,2005-02-19 04:33:20,1,8.66,Pterocles gutturalis
10.81,1994-09-08 02:32:14,0,24.8,Crotalus triseriatus
1.09,2020-11-08 05:23:58,0,14.86,Notechis semmiannulatus
13.16,2017-03-25 10:58:22,0,20.96,Semnopithecus entellus
17.59,1992-07-19 03:17:14,1,2.77,Lamprotornis nitens
10.42,2021-10-26 02:20:06,0,20.9,Bubalus arnee
9.11,2005-01-17 09:21:20,0,14.85,Lamprotornis nitens
3.48,2020-01-13 08:26:32,0,5.56,Conolophus subcristatus
2.09,2016-05-26 03:11:05,0,19.11,Bubalus arnee
8.05,2012-02-13 02:30:36,0,7.49,Cynomys ludovicianus
9.73,2009-05-23 05:15:18,1,14.15,Buteo jamaicensis
13.13,2004-12-26 04:26:48,1,3.66,Oxybelis sp.
11.72,2003-09-27 03:03:49,0,16.53,Alligator mississippiensis
19.77,2005-03-11 08:22:17,1,12.29,Sylvicapra grimma
15.56,2013-04-14 08:45:16,0,20.97,Acridotheres tristis
19.27,1997-09-20 02:13:55,0,13.24,unavailable
9.92,1995-01-16 01:57:40,1,20.3,Canis mesomelas
1.79,2016-05-05 07:47:17,0,1.82,Dipodomys deserti
10.66,1992-02-24 08:04:55,1,19.73,Chlamydosaurus kingii
10.46,1996-01-09 01:06:31,0,8.03,Bucorvus leadbeateri
0.6,2008-08-03 11:01:43,0,8.57,Semnopithecus entellus
18.56,2005-12-25 09:51:0,1,14.59,Chionis alba
22.15,2022-08-18 01:26:11,1,6.86,Felis caracal
18.86,1991-06-15 03:42:30,1,9.78,Sula dactylatra
1.63,2012-02-18 11:25:04,0,7.52,Bucorvus leadbeateri
2.95,1992-06-01 10:16:01,1,22.06,Rangifer tarandus
5.76,1996-06-16 12:27:49,1,5.55,Eurocephalus anguitimens
23.67,1991-08-18 01:15:21,0,8.46,Felis caracal
7.02,2018-01-02 04:36:15,1,9.28,unavailable
15.27,2015-09-04 11:21:14,1,6.05,Colobus guerza
14.18,1990-08-15 09:23:05,1,15.37,Conolophus subcristatus
17.02,2013-05-17 11:41:21,1,2.92,Antidorcas marsupialis
20.97,2018-04-27 12:40:48,0,20.49,Dendrohyrax brucel
0.59,2008-05-22 12:20:15,0,6.91,Conolophus subcristatus
8.1,1994-10-07 03:58:14,0,6.57,Ciconia episcopus
1.31,2006-08-09 03:18:10,1,2.74,Tiliqua scincoides
4.19,2015-02-22 04:44:13,1,13.59,Erethizon dorsatum
24.77,2023-10-09 09:20:15,1,6.68,Dasypus novemcinctus
22,2003-05-19 04:06:43,0,16.51,Eudyptula minor
2.9,2013-07-08 01:39:57,0,7.35,Lamprotornis nitens
6.61,2004-04-06 11:11:32,1,14.01,Connochaetus taurinus
6.49,2009-06-05 03:41:44,1,8.56,Anhinga rufa
23.4,1996-10-22 02:40:12,0,21.21,unavailable
4.42,2000-08-02 06:51:43,0,0.07,Coluber constrictor
0.12,1995-05-12 06:31:15,1,8.31,Buteo jamaicensis
22.71,1992-04-08 08:37:26,1,8.91,Lamprotornis nitens
20.96,1997-03-22 10:29:49,1,3.85,Cynictis penicillata
20.85,2007-08-26 04:50:06,1,10.08,Vanellus sp.
12.87,1990-02-09 03:18:34,1,22.25,Estrilda erythronotos
9.6,2002-04-12 10:27:23,1,7.39,Drymarchon corias couperi
14.08,2006-01-20 01:42:53,1,9.64,Cynomys ludovicianus
12.46,1996-03-15 04:05:58,0,24.85,Semnopithecus entellus
23.75,1997-04-17 10:07:06,1,17.95,Canis aureus
10,1997-04-19 01:39:56,1,2.84,Chelodina longicollis
0.01,2015-01-24 07:12:22,1,16.62,Dendrohyrax brucel
1.27,1991-03-06 09:40:25,0,0.05,Coluber constrictor
21.87,2012-06-03 01:38:43,1,13.2,Chionis alba
14.66,2007-04-08 11:01:30,1,9.93,Ciconia episcopus
21.8,1991-11-07 05:43:44,1,5.41,Gymnorhina tibicen
18.64,2022-03-04 06:37:22,0,5.9,Dipodomys deserti
14.65,1996-03-16 03:18:08,1,4.81,Chionis alba
10.58,2007-11-27 08:38:15,0,19.49,Semnopithecus entellus
0.29,1992-09-24 04:51:0,1,1.46,Semnopithecus entellus
12.81,2004-05-16 09:24:15,0,19.05,Crotalus triseriatus
16.71,2007-02-05 05:57:39,0,21.16,Erethizon dorsatum
6.3,1997-07-17 08:07:55,1,22.56,Ephippiorhynchus mycteria
7.54,2002-08-27 04:28:02,0,21.9,Chlamydosaurus kingii
8.35,1994-09-27 06:20:40,0,14.93,Lama glama
1.63,2000-02-04 07:46:58,1,12.02,Haematopus ater
16.05,2022-03-13 12:52:16,0,20.65,Falco mexicanus
7.3,2015-01-13 04:19:16,1,20.31,Pseudalopex gymnocercus
12,2004-05-17 10:53:04,1,1.51,Lamprotornis nitens
17.2,2010-10-23 07:06:33,1,23.68,Drymarchon corias couperi
20.09,1993-08-15 07:33:55,0,10.06,Spermophilus parryii
4.41,2017-10-12 01:25:44,1,24.93,Meleagris gallopavo
11.67,1999-10-05 04:51:05,1,10.02,Lamprotornis nitens
23.01,1995-04-12 11:10:21,1,4.53,Dipodomys deserti
9.54,1995-03-10 10:17:08,0,3.77,Larus dominicanus
6.49,2008-03-10 10:03:12,0,5.71,Lamprotornis nitens
14.08,1999-07-11 04:22:14,0,13.46,Felis caracal
16.39,2017-06-17 04:26:14,1,16.17,Connochaetus taurinus
9.79,2014-12-14 08:44:08,0,0.05,Gymnorhina tibicen
10.54,1994-08-01 10:15:44,1,16.1,Dendrohyrax brucel
5.83,1998-08-07 03:12:02,0,9.63,Felis caracal
6.98,1999-05-16 12:11:28,0,4.32,Chauna torquata
7.56,1995-05-20 07:38:33,1,20.68,Anhinga rufa
9.75,2022-01-26 08:45:24,0,8.82,Naja nivea
24.23,2020-08-27 01:43:45,1,10.68,Pterocles gutturalis
5.11,2000-04-08 10:30:17,1,17.4,Chionis alba
4.1,1993-11-16 03:57:30,1,0.81,Conolophus subcristatus
16.02,2000-08-08 01:59:08,1,16.97,Sylvicapra grimma
6.48,2018-12-11 01:17:31,1,16.42,Corvus brachyrhynchos
15.41,2008-10-19 11:29:01,0,20.74,Larus dominicanus
1.48,1994-06-05 01:15:32,0,14.26,Vanellus sp.
18.88,2017-10-18 11:23:03,0,9.11,Drymarchon corias couperi
6.22,1991-01-08 09:24:40,1,2.04,Larus dominicanus
20.61,2004-05-17 03:35:47,0,10.77,Coluber constrictor
5.19,2018-05-18 09:56:58,1,4.17,Cynictis penicillata
6.64,2000-02-24 07:19:13,0,14.96,Bettongia penicillata
21.27,1996-04-07 02:41:51,0,9.44,Chauna torquata
16.31,2011-11-02 01:29:54,1,5.68,Cyrtodactylus louisiadensis
10.66,2018-05-09 03:19:44,1,19.58,Estrilda erythronotos
20.24,2014-01-16 11:39:06,0,15.26,Eurocephalus anguitimens
20.95,1996-12-25 04:20:47,0,9.67,Pterocles gutturalis
1.39,2020-05-17 05:51:15,1,11.35,Pterocles gutturalis
10.53,2023-03-20 05:52:15,0,3.11,Phascogale calura
2.12,2021-09-08 07:52:39,0,16.77,Corvus albicollis
13.97,2019-06-27 05:47:01,0,23.06,Gymnorhina tibicen
8.9,2005-04-08 08:17:49,1,16.83,Anhinga rufa
11.43,1999-10-23 11:20:27,0,13.58,Cyrtodactylus louisiadensis
23.25,1998-11-25 03:18:27,0,6.52,Cynictis penicillata
14.33,2018-04-18 03:15:25,0,6.78,Redunca redunca
23.94,2015-05-13 01:41:07,0,12.69,Gopherus agassizii
15.03,1990-11-24 11:0:31,0,3.57,Corvus brachyrhynchos
16.28,2016-08-24 10:59:07,1,7.64,Cynomys ludovicianus
11.22,2015-02-17 05:28:10,1,3.64,Crotalus triseriatus
4.27,2017-03-21 09:07:30,0,16.08,Paradoxurus hermaphroditus
19.27,2012-11-08 02:23:12,1,6.18,Redunca redunca
16.4,2006-05-11 10:45:04,0,13.72,Melanerpes erythrocephalus
7.82,1993-09-01 01:01:49,0,4.91,unavailable
21.71,2019-07-10 12:24:35,1,1.43,Connochaetus taurinus
20.98,2021-12-25 07:18:47,0,12.5,Chionis alba
8.05,1991-12-24 05:54:03,1,19.76,Redunca redunca
3.64,2006-08-18 01:53:46,0,20.86,Corvus brachyrhynchos
14.31,2023-12-07 08:33:07,0,17.13,Eudyptula minor
5.43,2019-02-26 07:36:25,1,3.53,Falco mexicanus
23.7,2017-05-27 05:0:11,1,4.43,Corvus albicollis
14.81,2002-05-04 10:23:15,1,23.94,Falco mexicanus
12.47,2008-05-25 12:37:15,0,5.24,Chlamydosaurus kingii
5.88,2016-12-03 10:27:47,1,24.11,Conolophus subcristatus
10.54,1993-04-08 03:32:09,1,22.08,Cyrtodactylus louisiadensis
14.32,1991-09-21 06:16:59,0,19.48,Lamprotornis nitens
7.07,2012-12-10 11:20:59,1,22.6,Mirounga angustirostris
14.7,2013-07-24 07:32:12,1,17.55,Bradypus tridactylus
2.26,2007-11-01 07:57:38,1,12.13,Crotalus triseriatus
4.13,2013-12-20 02:58:50,1,3.6,Oxybelis sp.
21.28,2014-01-18 06:33:06,0,15.18,Pterocles gutturalis
4.08,2020-01-13 01:57:31,0,22.79,Felis caracal
20.08,2004-02-12 08:47:21,0,19.12,Larus dominicanus
23.53,2019-07-17 07:25:0,1,15.32,Notechis semmiannulatus
10.31,2022-01-08 05:41:29,1,7.42,Spermophilus parryii
1.83,1994-07-27 08:27:41,1,6.5,Paradoxurus hermaphroditus
6.45,1996-08-24 11:25:39,0,2.52,Meleagris gallopavo
14.07,2022-01-21 12:47:07,0,8.2,Estrilda erythronotos
6.67,2012-01-01 08:33:23,1,24.57,Dendrohyrax brucel
24.83,1990-05-13 12:46:10,1,12.45,Cynictis penicillata
14.23,2018-05-13 04:38:41,0,6.68,Dipodomys deserti
19.1,2011-07-22 02:23:51,0,1.43,Connochaetus taurinus
22.33,1999-09-21 07:08:15,1,24.82,Cynomys ludovicianus
19.49,2020-10-23 12:12:27,1,14.24,Coluber constrictor
1.36,2000-10-19 10:30:21,1,1.41,Cynomys ludovicianus
17.88,2002-08-23 04:07:09,1,11.06,Tiliqua scincoides
20.21,1990-11-27 05:23:54,1,12,Buteo jamaicensis
23.13,2005-07-02 07:48:46,1,15.83,Cyrtodactylus louisiadensis
3.12,2004-11-06 01:05:48,1,8.27,Antidorcas marsupialis
4.75,1991-07-07 10:32:21,0,1.59,Bradypus tridactylus
14.45,1994-09-13 05:51:19,1,10.03,Erethizon dorsatum
10.08,2013-11-23 09:42:42,1,0.38,Eudyptula minor
22.4,1994-06-26 02:44:29,1,12.2,Corvus brachyrhynchos
17.93,2000-12-08 11:56:28,0,9.79,Fregata magnificans
4.67,2016-06-24 07:14:43,1,13.04,Pterocles gutturalis
14.68,2017-01-12 12:12:21,0,12.6,Chloephaga melanoptera
24.15,2004-01-05 07:26:07,1,20.62,Redunca redunca
1.05,2008-02-01 03:17:40,0,23.66,Phascogale calura
0.17,2009-09-20 11:15:19,0,20.06,Alligator mississippiensis
24.79,2007-03-17 08:42:57,1,17.45,Coluber constrictor
23.15,2017-12-01 06:18:17,0,21.65,Cyrtodactylus louisiadensis
2.46,2015-10-21 03:57:06,0,15,Naja nivea
5.13,2005-09-09 07:08:42,1,3.47,Felis caracal
24.34,2002-10-08 04:58:21,0,24.55,Cynictis penicillata
23.53,2013-10-15 12:49:06,1,7.29,Canis mesomelas
15.61,2001-06-19 10:28:17,1,8.72,Agama sp.
0.94,1997-03-17 09:16:37,1,11.64,Conolophus subcristatus
21.38,1997-08-11 03:20:16,0,18.82,Cercatetus concinnus
12.96,2003-04-08 05:30:32,1,3.97,Damaliscus lunatus
20.82,2012-03-14 11:15:55,1,11.47,Ephippiorhynchus mycteria
12.22,2016-05-22 08:54:10,1,18.22,Anhinga rufa
13.13,2003-08-09 04:50:49,0,9.55,Gopherus agassizii
23.25,1996-04-02 05:26:37,0,19.83,Bucorvus leadbeateri
20.12,2010-12-11 11:09:43,0,21.42,Larus dominicanus
21.94,1993-10-20 05:35:38,1,14.85,Naja nivea
12.99,2017-07-24 06:45:27,0,15.01,Falco mexicanus
13.72,2022-07-06 07:44:56,1,17.53,Cercatetus concinnus
2.2,1995-09-18 10:04:38,0,14.7,Drymarchon corias couperi
0.77,1992-01-23 03:15:28,0,12.25,Chlamydosaurus kingii
7.43,2022-07-25 09:46:17,1,16.55,Bettongia penicillata
8.25,2008-05-15 01:47:31,0,6.83,Ciconia episcopus
13.57,2011-06-01 03:37:26,1,22.71,Tiliqua scincoides
22.39,2018-04-16 09:12:54,1,12.14,Ciconia episcopus
7.02,2023-08-19 07:35:46,1,15.46,Connochaetus taurinus
7.26,2005-01-26 07:27:47,1,16.03,Larus dominicanus
22.54,1999-09-02 02:41:55,1,1.31,Fregata magnificans
24.22,2004-08-12 12:50:03,0,11.95,Cynomys ludovicianus
20.86,1993-09-10 09:41:0,0,17.72,Eudyptula minor
13.24,1992-12-20 01:31:45,0,18.05,Falco mexicanus
13.22,1992-01-27 05:11:39,1,23.43,Eudyptula minor
7.14,2004-12-06 12:19:55,0,23.75,Cynictis penicillata
2.79,1999-06-23 04:10:35,1,1.37,Phalacrocorax carbo
4.29,1990-08-20 01:50:31,0,2.83,Phalacrocorax niger
2.94,2003-01-02 10:40:55,0,10.71,Myiarchus tuberculifer
24.97,1994-06-02 06:15:13,1,18.73,Agama sp.
17,1994-08-02 08:51:28,1,13.03,Estrilda erythronotos
8.3,1996-01-16 10:32:31,0,21.51,Pseudalopex gymnocercus
0.66,2000-01-27 12:12:33,0,23.11,Agama sp.
14.61,2017-08-07 10:51:38,1,19.96,Crotalus triseriatus
2.71,2004-07-08 04:21:02,0,5.01,Bucorvus leadbeateri
22.65,2016-02-25 10:55:27,0,6.97,Corvus brachyrhynchos
18.58,2000-10-23 04:40:31,0,3.19,Cynomys ludovicianus
16.33,2002-06-04 06:08:55,1,19.04,Colobus guerza
23.86,2009-01-05 06:48:26,0,7.4,Dipodomys deserti
12.35,1992-06-12 10:09:59,0,10.97,Gopherus agassizii
18.63,2021-11-25 12:53:12,0,3.2,Sylvicapra grimma
20.38,2005-01-19 05:53:12,0,15.32,Damaliscus lunatus
9.14,2015-08-09 08:58:21,0,3.32,Canis mesomelas
23.71,1997-04-27 05:21:04,1,3.3,Sula dactylatra
23.25,2016-04-01 11:45:59,1,10.76,Antidorcas marsupialis
12.69,2005-12-26 07:34:23,0,18.33,Chlamydosaurus kingii
3.25,2022-02-21 01:40:03,1,17,Fregata magnificans
0.5,2004-08-12 12:14:09,0,0.36,Cyrtodactylus louisiadensis
4.26,1996-12-26 04:58:30,0,18.64,Chloephaga melanoptera
8.37,2014-05-19 08:20:03,1,24.21,Chauna torquata
12.6,2010-04-12 06:01:57,0,6.86,Cynomys ludovicianus
20.45,2006-06-08 03:09:46,1,22.35,Vanellus sp.
16.23,2003-08-22 08:14:01,0,7.73,Crotalus triseriatus
2.44,1992-09-05 11:17:36,0,4.87,Erethizon dorsatum
0.45,2014-11-09 01:22:59,1,13.95,Cacatua tenuirostris
22.21,2016-01-21 03:08:10,1,19.94,Phalacrocorax carbo
12.16,1998-11-01 11:36:07,1,6.87,Chlamydosaurus kingii
16.65,2021-10-20 11:20:38,0,12.28,Buteo jamaicensis
7.14,2016-08-05 09:33:32,1,8.03,Lama glama
1.5,1993-03-27 03:18:29,1,23.73,Oxybelis sp.
20.22,2010-10-15 03:13:13,0,4.82,Cacatua tenuirostris
20.15,2007-12-07 07:42:29,1,7.27,Chlamydosaurus kingii
12.61,1991-06-05 03:53:45,1,9.85,Chionis alba
0.97,1999-07-07 08:10:51,1,22.03,Chloephaga melanoptera
1.95,2004-11-26 11:20:36,1,4.51,Cacatua tenuirostris
24.42,2017-06-27 02:04:48,0,10.18,Connochaetus taurinus
4.98,1997-10-05 05:20:33,0,1.12,Spermophilus parryii
11.08,1990-06-17 11:04:55,0,0.54,Larus dominicanus
13.96,1993-11-15 08:58:01,1,24.65,Connochaetus taurinus
18.32,2002-12-09 03:58:16,1,12.13,Erethizon dorsatum
12.4,2023-07-27 02:28:52,1,11.98,Chlamydosaurus kingii
3.65,1990-08-09 02:18:20,0,13.9,Erethizon dorsatum
13.59,2008-03-27 01:18:47,0,20.12,Papio cynocephalus
15.91,2014-01-01 03:01:13,1,8.29,Redunca redunca
21.38,2002-11-20 06:27:16,1,16.79,Melanerpes erythrocephalus
14.92,2010-12-07 06:26:57,0,24.02,Phalacrocorax carbo
17.58,1990-09-07 05:26:30,0,23.81,Cacatua tenuirostris
21.32,2010-03-16 12:47:41,1,11.5,Coluber constrictor
4.39,2000-10-11 02:18:40,1,2.15,Sylvicapra grimma
0.3,2000-01-15 05:06:11,1,16.47,Phalacrocorax carbo
20.76,2006-02-04 08:50:54,1,17.8,Rangifer tarandus
15.64,1994-07-15 05:57:47,1,21.32,Agama sp.
13.88,1993-12-27 04:18:53,1,15.51,Myiarchus tuberculifer
0.56,1994-10-08 09:40:04,1,20.46,Vanellus sp.
20.68,2011-01-27 07:07:36,0,20.24,Spermophilus parryii
0.24,2016-11-07 06:56:45,1,6.51,Bucorvus leadbeateri
21.18,2008-04-12 11:24:44,1,10.63,Alligator mississippiensis
3.42,1999-09-01 03:45:37,1,10.41,Dipodomys deserti
1.43,1999-02-16 07:43:31,0,6.74,Estrilda erythronotos
8.51,1995-03-06 12:26:34,1,17.24,Vanellus sp.
5.65,1993-02-11 01:50:38,0,18.81,Larus dominicanus
11.39,1991-12-05 04:03:08,1,4.2,Estrilda erythronotos
18.31,2001-08-05 01:41:33,0,18.77,Colobus guerza
6.91,2019-10-09 11:14:12,0,21.79,Cynictis penicillata
17.21,2001-01-05 02:03:11,1,6.3,Falco mexicanus
8.24,2011-04-20 03:0:36,0,2.81,Deroptyus accipitrinus
14.58,2000-06-05 07:33:19,0,18.35,Haematopus ater
14.28,1996-01-16 09:31:18,1,14.25,Bucorvus leadbeateri
20.87,2016-12-14 05:58:10,0,23.16,Cynictis penicillata
17.62,2019-07-23 09:21:03,1,13.15,Rangifer tarandus
12.77,2004-05-16 10:22:47,1,23.12,Antidorcas marsupialis
10.47,1993-07-10 04:40:13,1,3.58,Dipodomys deserti
20.03,1997-07-22 10:59:20,0,1.06,Corvus brachyrhynchos
4.24,2013-11-11 01:06:21,1,14.53,Naja nivea
24.75,1991-03-20 08:05:39,1,14.9,Cacatua tenuirostris
14.41,2008-07-14 10:17:12,1,15.18,Buteo jamaicensis
8.72,2019-06-04 06:28:57,0,4.99,Tiliqua scincoides
17.16,2016-04-27 07:48:03,0,19.92,Eudyptula minor
12.59,2000-12-12 08:58:23,0,13.6,Haematopus ater
16.73,2013-12-15 04:33:50,1,11.17,Phalacrocorax carbo
8.82,2010-02-15 03:45:39,0,19.8,Acridotheres tristis
3.58,2003-02-07 07:54:23,1,12.48,Phalacrocorax niger
12.51,2005-11-15 07:48:12,0,8.3,Larus dominicanus
18.06,2005-07-14 08:16:05,0,6.9,Chloephaga melanoptera
11.93,2001-12-02 10:45:49,1,0.25,Bucorvus leadbeateri
13.76,2020-11-20 02:52:45,0,23.95,Ciconia episcopus
10.19,2014-08-19 03:12:45,1,7.26,Acridotheres tristis
10.74,2004-05-19 12:53:33,1,1.57,Melanerpes erythrocephalus
18.74,2003-10-20 07:39:11,1,14.82,Redunca redunca
13.19,2011-09-14 03:36:01,1,13.46,Tiliqua scincoides
6.33,2013-02-27 06:40:20,1,16.91,Corvus albicollis
21,2009-05-01 01:15:21,0,12.02,Lamprotornis nitens
24.82,2023-10-01 06:58:40,0,15.75,Haematopus ater
18.01,2016-01-26 06:44:33,0,6.46,Cynomys ludovicianus
23.63,2007-12-12 06:04:25,1,9.45,Spermophilus parryii
10.96,2019-07-16 02:09:21,0,3.29,Notechis semmiannulatus
0.61,2002-07-04 12:43:45,1,10.83,Felis caracal
13.52,1998-04-22 08:45:46,0,23.29,Tiliqua scincoides
1.51,2009-03-12 02:56:35,0,13.74,Erethizon dorsatum
