descript,cTimeStamp,userId,postId
Enim cupiditates a natura proficiscuntur facile explentur sine ulla iniuria quae autem,2023-07-24 10:01:52,8,508
Sine metu degendae praesidia firmissima -- Filium morte multavit -- Si sine causa nollem,2023-02-20 07:51:08,11,180
Exultat oratio reperire exitum potest nisi derigatur ad voluptatem voluptas autem est,1990-04-15 03:47:24,5,26
Ille quidem utrumque Phaedrum autem etiam,2009-10-07 10:24:10,8,468
Ut cognoscerem quoniam mihi ea facultas ut id apte,2005-01-13 09:09:43,14,101
Provincias atomis dare quae recte quae oblique ferantur deinde eadem illa,2004-12-08 10:29:59,11,209
Epicuri sententiae satis notae sunt Atque eos quos nominavi cum Attico nostro frequenter,2016-06-25 08:13:48,14,12
Earum explicatis et ut dixi ad lineam,1993-02-18 03:51:18,10,243
Apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum non talem,2004-12-11 10:06:54,7,410
Sequatur si illa mala sint laetitia si bona O praeclaram beate vivendi et,2013-10-19 04:35:39,15,357
A natura ipsa iudicari Ea quid percipit aut quid,2012-05-02 11:43:05,13,99
Delectamur cum scribimus quis est tam invidus,1995-05-23 01:30:21,11,102
Corpore voluptatem aut cum Latinis tertio consulatu conflixisse,2022-11-23 04:23:29,7,544
Ipsius artis sed bonae valetudinis causa probamus et gubernatoris ars,2022-02-02 10:18:33,10,165
Iucundo motu voluptatis Sin autem summa voluptas,1994-05-19 11:32:23,13,577
Malint modo legant illa ipsa ne simulent et,2009-05-21 11:56:27,10,468
Autem usus progrediens familiaritatem effecerit tum amorem efflorescere tantum ut,2015-02-26 07:35:33,15,481
Non inopem ut vulgo putarent sed locupletiorem etiam esse quam vacare omni dolore,2019-03-15 07:12:15,10,29
Loqueretur intellegere quid diceret Aliena dixit in physicis nec ea,2012-06-19 04:13:15,11,47
Sunt qua ante quam nati et ad eos,2014-11-10 05:25:16,13,572
Utrumque Phaedrum autem etiam amatoriis levitatibus dediti,1999-11-01 06:17:17,6,242
Divina illa ingenia transferrem Sed id,2018-06-21 09:07:51,8,346
Et pariter dolemus angoribus Quocirca eodem modo sapiens erit,2018-01-20 03:45:44,10,316
Servire qui vel utrisque litteris uti velint vel si suas habent,1992-06-15 07:43:24,11,366
Ratione et via procedat oratio Quaerimus igitur quid sit extremum et ultimum bonorum,2017-08-10 09:16:21,5,347
Et ortum esse e corpore et ad corpus referri,2005-06-12 10:19:39,12,410
Ponatur sed sine hoc institutionem omnino,2020-05-04 11:33:17,8,493
Ne simulent et iis servire qui vel,2016-06-16 07:33:45,7,206
Laetamur iis quae recordamur Stulti autem malorum memoria,2017-05-25 12:36:48,11,96
Videtur expediunt Ut enim ad minim veniam quis nostrud exercitation ullamco,2018-05-11 11:52:31,11,365
Quae plerisque notissima est Quam a nobis sic intelleges eitam ut,2020-11-24 03:54:55,5,20
Desideret Tum vero si stabilem scientiam rerum tenebimus servata illa,2020-02-22 06:47:14,13,3
Numen horreat nec praeteritas voluptates effluere patiatur earumque assidua recordatione laetetur,2013-12-07 10:36:22,13,35
Hominum ac primorum signiferumque maluisti dici Graece ergo praetor Athenis id,2017-04-12 08:07:40,8,306
Non placuit Epicuro medium esse quiddam inter dolorem,2008-03-22 01:49:57,8,96
Nec medium nec ultimum nec extremum sit ita ferri ut,1996-01-12 05:23:09,8,533
Rerum facilis est et ad usus civium non inutile nosque,2022-09-07 07:24:23,10,126
Principio sed ex aeterno tempore intellegi convenire Epicurus autem in quibus,2004-03-12 05:28:49,15,251
Nisi nescio quam illam umbram quod appellant honestum non,2015-04-08 09:04:56,15,233
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,2011-04-14 09:28:46,11,246
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,1993-05-23 08:28:41,12,141
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,2001-08-10 12:27:16,8,479
Libris quaeritur qui sit finis quid,1992-03-04 04:31:28,6,423
Plurimum afferat Nam diligi et carum esse iucundum,2021-04-11 10:20:25,9,459
Tantum enim esse censet quantus videtur,2006-05-25 02:13:16,8,278
Malum est vivere cum dolore,2018-08-22 09:27:01,12,314
De finibus bonorum et malorum fere a,2007-12-04 12:51:40,6,29
Nihil afferrent quo iucundius id est voluptatem et dolorem,2003-07-01 05:45:29,6,547
Morbis impediri necesse est Animi autem morbi sunt cupiditates,2018-06-07 06:07:26,9,539
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,2012-12-17 05:50:09,7,501
Ferrentur et ut dixi ad lineam numquam fore ut,2018-12-08 05:10:34,6,15
Iudicium retinent ne voluptate victi faciant id quod propositum,2000-10-23 12:30:08,11,533
Et urbane Stoicos irridente statua est in eo quod,2020-06-15 08:09:55,9,93
Non inviti legant Quis enim tam,2017-05-18 07:57:34,11,554
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,2002-11-18 12:20:19,13,17
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,2016-12-20 04:51:38,13,105
Beatus Multoque hoc melius nos veriusque quam Stoici,2013-05-15 03:43:06,10,118
Est nihil desiderare manum cum ita esset affecta secundum non recte si,1996-03-05 01:14:14,12,302
Meis civibus si ad eorum cognitionem divina illa ingenia,2019-09-24 05:14:03,12,434
Vindicet et ipsius fortunae modice ferre doceat iniurias,2021-10-06 12:47:11,9,575
Sunt illius scripta leviora ut urbanitas summa appareat doctrina mediocris Ego,2008-11-04 08:01:22,7,382
Epicuri sententia de voluptate a meque ei responsum,2017-08-10 08:11:11,11,224
Etiam oportet in eo quod semel admissum coerceri reprimique,1990-05-21 08:25:43,10,589
Iis servire qui vel utrisque litteris uti velint vel,2001-11-17 03:42:35,7,190
Se indicaverunt Quodsi qui satis sibi contra hominum conscientiam,2021-05-14 05:31:17,12,490
Nec quid eventurum sit provident ob eamque causam propter voluptatem,2023-10-17 11:01:47,10,539
Quem ad modum sit affectus eum necesse,2013-07-01 05:42:21,5,381
Cum eas voluptates quae ad amicos pertinerent negarent,2007-04-10 01:49:15,12,355
Desideraret quia quod dolore caret id in hominum,1997-03-05 05:09:55,12,177
Sunt sic inprobitas si cuius in mente consedit,1996-02-16 03:16:09,13,315
Qui se plane Graecum dici velit ut a Scaevola est praetore salutatus,2013-08-17 08:08:24,7,323
Et adhaesiones atomorum inter se ex quo efficeretur mundus omnesque,1997-04-27 03:54:33,12,261
Ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est,2008-02-15 10:09:20,13,315
Omnes atomi declinabunt nullae umquam cohaerescent sive aliae declinabunt aliae suo nutu recte ferentur,2001-10-23 06:37:52,7,301
In oculis quidem exercitus -- Quid ex eo perciperet corpore,1999-04-02 06:01:53,6,33
Et firmitatem animi nec mortem nec dolorem timentis quod mors sensu,2021-08-07 10:08:31,12,340
Inimicus paene nomini Romano est qui Ennii Medeam aut Antiopam Pacuvii,2009-11-04 01:21:43,14,263
Contumeliae tum iracundiae contentiones concertationesque in disputando pertinaces indignae,2017-09-02 01:01:38,6,140
Nihil sane -- 'At si voluptas esset bonum desideraret,2021-11-10 01:01:35,9,357
Ei responsum cum C Triarius in,2011-01-09 03:20:13,8,65
Iucunde Neque enim civitas in seditione beata esse,2012-06-15 08:50:19,10,62
Tu quidem oderis ut fere faciunt qui ab eo dissentiunt sed certe,2006-04-05 11:25:27,6,404
Vel eum iure reprehenderit qui in una virtute,1994-07-17 05:24:37,10,290
Malum dolorem idque instituit docere sic Omne animal simul atque,2012-01-16 09:37:55,10,55
Flagitem Re mihi non aeque satisfacit et quidem locis pluribus,2008-10-07 01:14:27,11,491
Philosophia defensa et collaudata est cum esset accusata,2011-01-24 05:12:46,11,520
Enim cupiditates a natura proficiscuntur facile explentur sine ulla iniuria quae autem,1999-04-07 11:25:31,10,451
Sine metu degendae praesidia firmissima -- Filium morte multavit -- Si sine causa nollem,2010-07-14 01:07:09,8,85
Exultat oratio reperire exitum potest nisi derigatur ad voluptatem voluptas autem est,2004-06-03 09:29:58,11,603
Ille quidem utrumque Phaedrum autem etiam,2003-06-06 07:30:01,14,312
Ut cognoscerem quoniam mihi ea facultas ut id apte,2000-12-23 03:25:07,5,338
Provincias atomis dare quae recte quae oblique ferantur deinde eadem illa,2008-08-07 12:41:14,9,355
Epicuri sententiae satis notae sunt Atque eos quos nominavi cum Attico nostro frequenter,2004-11-14 07:43:51,6,82
Earum explicatis et ut dixi ad lineam,2003-02-25 07:44:51,12,523
Apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum non talem,2007-11-06 06:01:57,12,346
Sequatur si illa mala sint laetitia si bona O praeclaram beate vivendi et,1990-03-02 10:51:53,6,100
A natura ipsa iudicari Ea quid percipit aut quid,2004-08-15 04:35:31,9,35
Delectamur cum scribimus quis est tam invidus,2008-07-23 02:18:23,12,294
Corpore voluptatem aut cum Latinis tertio consulatu conflixisse,1994-03-10 08:27:08,7,586
Ipsius artis sed bonae valetudinis causa probamus et gubernatoris ars,2021-02-26 01:24:37,15,232
Iucundo motu voluptatis Sin autem summa voluptas,2007-12-24 11:48:01,10,559
Malint modo legant illa ipsa ne simulent et,2018-10-27 09:02:38,10,436
Autem usus progrediens familiaritatem effecerit tum amorem efflorescere tantum ut,2004-02-22 02:36:39,14,388
Non inopem ut vulgo putarent sed locupletiorem etiam esse quam vacare omni dolore,1993-09-15 03:36:19,6,145
Loqueretur intellegere quid diceret Aliena dixit in physicis nec ea,2017-04-18 05:19:22,13,382
Sunt qua ante quam nati et ad eos,2012-02-04 04:49:24,10,187
Utrumque Phaedrum autem etiam amatoriis levitatibus dediti,2009-10-09 07:16:02,8,389
Divina illa ingenia transferrem Sed id,2017-08-26 10:43:49,11,573
Et pariter dolemus angoribus Quocirca eodem modo sapiens erit,2012-04-13 01:03:28,10,567
Servire qui vel utrisque litteris uti velint vel si suas habent,1995-09-01 12:09:35,14,380
Ratione et via procedat oratio Quaerimus igitur quid sit extremum et ultimum bonorum,2014-11-06 07:37:08,6,470
Et ortum esse e corpore et ad corpus referri,2020-08-09 11:26:57,13,338
Ponatur sed sine hoc institutionem omnino,2002-02-22 12:53:01,5,219
Ne simulent et iis servire qui vel,2005-06-03 10:00:07,9,168
Laetamur iis quae recordamur Stulti autem malorum memoria,2013-11-09 08:39:17,10,454
Videtur expediunt Ut enim ad minim veniam quis nostrud exercitation ullamco,1992-12-07 04:36:30,5,140
Quae plerisque notissima est Quam a nobis sic intelleges eitam ut,2001-07-22 11:26:41,6,144
Desideret Tum vero si stabilem scientiam rerum tenebimus servata illa,2014-08-26 06:45:25,13,501
Numen horreat nec praeteritas voluptates effluere patiatur earumque assidua recordatione laetetur,2011-02-05 07:12:22,11,239
Hominum ac primorum signiferumque maluisti dici Graece ergo praetor Athenis id,2019-07-20 11:51:39,6,542
Non placuit Epicuro medium esse quiddam inter dolorem,2006-02-14 05:54:32,13,102
Nec medium nec ultimum nec extremum sit ita ferri ut,2015-09-21 08:23:29,14,352
Rerum facilis est et ad usus civium non inutile nosque,2001-02-21 08:43:58,6,232
Principio sed ex aeterno tempore intellegi convenire Epicurus autem in quibus,2010-08-16 05:00:44,10,324
Nisi nescio quam illam umbram quod appellant honestum non,1999-10-21 06:22:24,14,83
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,2008-06-09 10:41:48,11,123
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,2005-08-13 05:44:49,6,561
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,2002-05-22 02:16:34,11,536
Libris quaeritur qui sit finis quid,1998-10-08 03:19:56,10,277
Plurimum afferat Nam diligi et carum esse iucundum,2000-12-22 12:29:08,11,573
Tantum enim esse censet quantus videtur,1991-10-22 08:05:12,6,312
Malum est vivere cum dolore,2016-04-02 04:50:18,5,71
De finibus bonorum et malorum fere a,2018-10-17 08:39:01,10,403
Nihil afferrent quo iucundius id est voluptatem et dolorem,1992-05-06 01:39:32,14,361
Morbis impediri necesse est Animi autem morbi sunt cupiditates,1997-06-26 01:04:01,5,188
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,2001-11-11 07:55:08,10,435
Ferrentur et ut dixi ad lineam numquam fore ut,2006-06-23 06:30:59,15,521
Iudicium retinent ne voluptate victi faciant id quod propositum,2022-05-07 09:17:36,11,123
Et urbane Stoicos irridente statua est in eo quod,2013-09-20 11:24:30,12,358
Non inviti legant Quis enim tam,2018-09-24 12:39:49,7,274
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,1993-09-06 04:40:18,5,483
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,2020-09-11 09:24:14,9,603
Beatus Multoque hoc melius nos veriusque quam Stoici,2000-06-17 08:47:24,8,422
Est nihil desiderare manum cum ita esset affecta secundum non recte si,2007-05-09 02:01:32,9,78
Meis civibus si ad eorum cognitionem divina illa ingenia,2017-07-13 08:02:36,6,450
Vindicet et ipsius fortunae modice ferre doceat iniurias,2020-10-21 02:12:29,12,230
Sunt illius scripta leviora ut urbanitas summa appareat doctrina mediocris Ego,1998-06-17 02:53:34,9,555
Epicuri sententia de voluptate a meque ei responsum,2017-09-04 04:00:58,5,213
Etiam oportet in eo quod semel admissum coerceri reprimique,2008-07-04 02:13:16,11,551
Iis servire qui vel utrisque litteris uti velint vel,2003-03-06 11:19:04,13,330
Se indicaverunt Quodsi qui satis sibi contra hominum conscientiam,2012-03-27 02:23:06,10,358
Nec quid eventurum sit provident ob eamque causam propter voluptatem,2001-12-04 01:01:19,14,438
Quem ad modum sit affectus eum necesse,2023-08-06 01:04:29,10,63
Cum eas voluptates quae ad amicos pertinerent negarent,2004-07-22 02:24:38,15,13
Desideraret quia quod dolore caret id in hominum,2018-07-16 04:51:13,10,79
Sunt sic inprobitas si cuius in mente consedit,2006-01-21 01:08:22,8,387
Qui se plane Graecum dici velit ut a Scaevola est praetore salutatus,2018-02-11 10:44:35,11,321
Et adhaesiones atomorum inter se ex quo efficeretur mundus omnesque,2020-10-08 01:10:38,7,122
Ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est,1998-12-14 05:25:41,7,119
Omnes atomi declinabunt nullae umquam cohaerescent sive aliae declinabunt aliae suo nutu recte ferentur,1998-01-01 05:06:54,7,325
In oculis quidem exercitus -- Quid ex eo perciperet corpore,1994-10-03 01:37:24,12,112
Et firmitatem animi nec mortem nec dolorem timentis quod mors sensu,1991-09-08 03:32:09,7,552
Inimicus paene nomini Romano est qui Ennii Medeam aut Antiopam Pacuvii,1996-01-12 02:46:20,13,599
Contumeliae tum iracundiae contentiones concertationesque in disputando pertinaces indignae,1999-09-17 05:57:30,14,130
Nihil sane -- 'At si voluptas esset bonum desideraret,2017-09-24 12:23:46,6,70
Ei responsum cum C Triarius in,2004-10-08 04:43:51,8,68
Iucunde Neque enim civitas in seditione beata esse,2016-03-15 02:16:32,15,43
Tu quidem oderis ut fere faciunt qui ab eo dissentiunt sed certe,2008-01-05 06:29:57,7,258
Vel eum iure reprehenderit qui in una virtute,2021-03-23 03:21:55,9,124
Malum dolorem idque instituit docere sic Omne animal simul atque,1997-10-08 05:38:58,14,512
Flagitem Re mihi non aeque satisfacit et quidem locis pluribus,1991-02-23 09:31:54,11,510
Philosophia defensa et collaudata est cum esset accusata,2014-08-13 08:25:01,13,544
Enim cupiditates a natura proficiscuntur facile explentur sine ulla iniuria quae autem,2020-08-19 03:06:11,8,420
Sine metu degendae praesidia firmissima -- Filium morte multavit -- Si sine causa nollem,2023-01-07 06:24:42,7,79
Exultat oratio reperire exitum potest nisi derigatur ad voluptatem voluptas autem est,2001-06-14 05:52:37,11,63
Ille quidem utrumque Phaedrum autem etiam,2007-01-08 06:34:42,6,459
Ut cognoscerem quoniam mihi ea facultas ut id apte,1995-08-07 01:25:13,11,123
Provincias atomis dare quae recte quae oblique ferantur deinde eadem illa,1996-07-24 03:26:39,13,97
Epicuri sententiae satis notae sunt Atque eos quos nominavi cum Attico nostro frequenter,2022-12-04 12:12:12,15,577
Earum explicatis et ut dixi ad lineam,2021-10-18 12:15:37,11,18
Apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum non talem,2008-11-20 01:21:32,11,424
Sequatur si illa mala sint laetitia si bona O praeclaram beate vivendi et,2019-07-10 11:56:29,14,434
A natura ipsa iudicari Ea quid percipit aut quid,2003-05-19 01:06:24,13,35
Delectamur cum scribimus quis est tam invidus,1995-12-06 10:18:17,13,531
Corpore voluptatem aut cum Latinis tertio consulatu conflixisse,2008-01-09 10:51:28,9,265
Ipsius artis sed bonae valetudinis causa probamus et gubernatoris ars,2005-12-26 05:31:47,15,570
Iucundo motu voluptatis Sin autem summa voluptas,2019-11-19 01:47:53,7,538
Malint modo legant illa ipsa ne simulent et,2019-04-22 02:51:37,10,22
Autem usus progrediens familiaritatem effecerit tum amorem efflorescere tantum ut,2020-04-25 03:37:41,6,421
Non inopem ut vulgo putarent sed locupletiorem etiam esse quam vacare omni dolore,2006-11-05 03:27:06,10,338
Loqueretur intellegere quid diceret Aliena dixit in physicis nec ea,2015-04-18 12:24:56,15,410
Sunt qua ante quam nati et ad eos,1996-10-26 12:39:16,12,466
Utrumque Phaedrum autem etiam amatoriis levitatibus dediti,2014-06-01 12:25:01,6,53
Divina illa ingenia transferrem Sed id,2022-02-20 05:46:02,10,527
Et pariter dolemus angoribus Quocirca eodem modo sapiens erit,2009-04-06 12:49:07,6,61
Servire qui vel utrisque litteris uti velint vel si suas habent,2007-09-03 07:22:50,14,139
Ratione et via procedat oratio Quaerimus igitur quid sit extremum et ultimum bonorum,1997-04-16 02:12:34,7,130
Et ortum esse e corpore et ad corpus referri,1998-05-17 07:07:12,14,561
Ponatur sed sine hoc institutionem omnino,2005-07-03 03:27:10,13,549
Ne simulent et iis servire qui vel,2012-11-20 08:22:10,11,555
Laetamur iis quae recordamur Stulti autem malorum memoria,1998-12-10 08:50:43,10,110
Videtur expediunt Ut enim ad minim veniam quis nostrud exercitation ullamco,1990-05-17 12:06:05,8,296
Quae plerisque notissima est Quam a nobis sic intelleges eitam ut,1995-12-22 11:27:08,6,202
Desideret Tum vero si stabilem scientiam rerum tenebimus servata illa,1990-06-06 03:49:25,8,117
Numen horreat nec praeteritas voluptates effluere patiatur earumque assidua recordatione laetetur,2015-03-25 03:43:45,9,579
Hominum ac primorum signiferumque maluisti dici Graece ergo praetor Athenis id,1995-01-27 08:03:09,10,214
Non placuit Epicuro medium esse quiddam inter dolorem,1997-01-17 10:52:34,7,339
Nec medium nec ultimum nec extremum sit ita ferri ut,2011-04-11 03:42:57,12,202
Rerum facilis est et ad usus civium non inutile nosque,2007-08-11 03:37:31,10,443
Principio sed ex aeterno tempore intellegi convenire Epicurus autem in quibus,2001-07-25 10:37:46,15,354
Nisi nescio quam illam umbram quod appellant honestum non,2001-03-26 09:17:58,5,195
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,2014-01-12 01:35:59,14,435
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,1996-01-19 07:07:39,11,611
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,2018-09-19 08:07:17,7,570
Libris quaeritur qui sit finis quid,1999-05-27 11:32:38,9,182
Plurimum afferat Nam diligi et carum esse iucundum,2003-08-11 05:54:09,10,246
Tantum enim esse censet quantus videtur,2019-12-02 12:54:15,12,94
Malum est vivere cum dolore,1996-01-27 03:59:45,13,323
De finibus bonorum et malorum fere a,1993-08-12 01:28:07,15,272
Nihil afferrent quo iucundius id est voluptatem et dolorem,2004-10-19 05:05:22,15,41
Morbis impediri necesse est Animi autem morbi sunt cupiditates,1998-07-26 09:10:09,7,434
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,2003-11-21 03:47:33,5,532
Ferrentur et ut dixi ad lineam numquam fore ut,2001-10-13 07:05:50,11,86
Iudicium retinent ne voluptate victi faciant id quod propositum,2020-05-11 01:09:23,9,411
Et urbane Stoicos irridente statua est in eo quod,2007-02-07 11:00:04,9,356
Non inviti legant Quis enim tam,1992-12-12 07:39:24,7,353
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,2005-09-18 11:59:35,10,310
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,2008-09-15 10:34:30,7,584
Beatus Multoque hoc melius nos veriusque quam Stoici,2009-11-12 11:28:22,11,517
Est nihil desiderare manum cum ita esset affecta secundum non recte si,2022-04-23 10:00:57,13,17
Meis civibus si ad eorum cognitionem divina illa ingenia,2011-02-20 10:48:45,6,583
Vindicet et ipsius fortunae modice ferre doceat iniurias,1998-11-14 02:01:15,11,147
Sunt illius scripta leviora ut urbanitas summa appareat doctrina mediocris Ego,2014-07-26 03:43:55,10,252
Epicuri sententia de voluptate a meque ei responsum,2015-04-25 12:18:07,15,163
Etiam oportet in eo quod semel admissum coerceri reprimique,2005-07-20 11:32:19,10,334
Iis servire qui vel utrisque litteris uti velint vel,2020-01-12 09:02:38,15,346
Se indicaverunt Quodsi qui satis sibi contra hominum conscientiam,2006-09-27 08:50:16,6,218
Nec quid eventurum sit provident ob eamque causam propter voluptatem,2007-08-02 04:53:26,6,56
Quem ad modum sit affectus eum necesse,1999-02-09 04:56:56,14,186
Cum eas voluptates quae ad amicos pertinerent negarent,2005-11-21 03:33:17,9,309
Desideraret quia quod dolore caret id in hominum,2012-08-12 04:33:04,7,145
Sunt sic inprobitas si cuius in mente consedit,1995-04-02 12:39:59,12,277
Qui se plane Graecum dici velit ut a Scaevola est praetore salutatus,2002-07-17 10:21:01,7,117
Et adhaesiones atomorum inter se ex quo efficeretur mundus omnesque,2006-08-18 07:53:14,7,321
Ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est,2000-07-17 06:30:00,7,182
Omnes atomi declinabunt nullae umquam cohaerescent sive aliae declinabunt aliae suo nutu recte ferentur,2008-07-06 09:07:06,13,14
In oculis quidem exercitus -- Quid ex eo perciperet corpore,2013-02-27 07:47:55,10,309
Et firmitatem animi nec mortem nec dolorem timentis quod mors sensu,2009-11-11 12:56:26,10,556
Inimicus paene nomini Romano est qui Ennii Medeam aut Antiopam Pacuvii,2001-06-20 03:05:33,12,247
Contumeliae tum iracundiae contentiones concertationesque in disputando pertinaces indignae,1996-11-21 09:11:50,11,365
Nihil sane -- 'At si voluptas esset bonum desideraret,2009-08-10 01:17:44,10,531
Ei responsum cum C Triarius in,2002-03-23 01:34:22,13,43
Iucunde Neque enim civitas in seditione beata esse,1992-07-17 05:01:33,12,262
Tu quidem oderis ut fere faciunt qui ab eo dissentiunt sed certe,2011-03-25 05:26:07,5,34
Vel eum iure reprehenderit qui in una virtute,2003-02-07 01:04:28,12,23
Malum dolorem idque instituit docere sic Omne animal simul atque,2002-08-25 11:19:33,12,28
Flagitem Re mihi non aeque satisfacit et quidem locis pluribus,2008-11-27 08:42:03,12,255
Philosophia defensa et collaudata est cum esset accusata,2016-06-19 12:41:47,9,353
Enim cupiditates a natura proficiscuntur facile explentur sine ulla iniuria quae autem,2008-09-10 06:04:17,8,606
Sine metu degendae praesidia firmissima -- Filium morte multavit -- Si sine causa nollem,1998-05-12 01:52:15,10,80
Exultat oratio reperire exitum potest nisi derigatur ad voluptatem voluptas autem est,1996-04-14 05:41:38,8,3
Ille quidem utrumque Phaedrum autem etiam,2022-11-23 12:45:39,15,43
Ut cognoscerem quoniam mihi ea facultas ut id apte,2001-04-06 03:14:46,9,89
Provincias atomis dare quae recte quae oblique ferantur deinde eadem illa,2011-06-21 12:42:29,5,258
Epicuri sententiae satis notae sunt Atque eos quos nominavi cum Attico nostro frequenter,1996-08-10 11:23:24,10,587
Earum explicatis et ut dixi ad lineam,2001-04-09 05:02:40,5,194
Apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum non talem,2005-09-26 09:51:49,6,450
Sequatur si illa mala sint laetitia si bona O praeclaram beate vivendi et,2009-05-27 08:50:22,7,602
A natura ipsa iudicari Ea quid percipit aut quid,2011-12-23 03:18:36,6,514
Delectamur cum scribimus quis est tam invidus,2007-11-20 02:13:27,12,2
Corpore voluptatem aut cum Latinis tertio consulatu conflixisse,2008-03-22 01:20:30,12,524
Ipsius artis sed bonae valetudinis causa probamus et gubernatoris ars,2021-01-19 04:11:19,11,339
Iucundo motu voluptatis Sin autem summa voluptas,2010-05-09 08:12:40,15,226
Malint modo legant illa ipsa ne simulent et,1992-10-12 05:58:17,6,440
Autem usus progrediens familiaritatem effecerit tum amorem efflorescere tantum ut,2007-01-23 10:00:02,14,486
Non inopem ut vulgo putarent sed locupletiorem etiam esse quam vacare omni dolore,2004-06-13 12:40:39,5,20
Loqueretur intellegere quid diceret Aliena dixit in physicis nec ea,2005-01-06 09:57:56,6,548
Sunt qua ante quam nati et ad eos,2004-11-18 09:10:39,14,156
Utrumque Phaedrum autem etiam amatoriis levitatibus dediti,1993-05-21 12:22:08,15,337
Divina illa ingenia transferrem Sed id,2013-12-22 01:46:58,9,251
Et pariter dolemus angoribus Quocirca eodem modo sapiens erit,2004-08-03 10:37:20,8,543
Servire qui vel utrisque litteris uti velint vel si suas habent,2006-12-27 12:41:54,10,355
Ratione et via procedat oratio Quaerimus igitur quid sit extremum et ultimum bonorum,1995-09-23 10:04:59,9,388
Et ortum esse e corpore et ad corpus referri,2002-12-26 10:01:21,15,137
Ponatur sed sine hoc institutionem omnino,1996-03-19 06:41:03,6,309
Ne simulent et iis servire qui vel,1992-06-08 10:30:25,14,192
Laetamur iis quae recordamur Stulti autem malorum memoria,1995-01-13 04:42:37,11,355
Videtur expediunt Ut enim ad minim veniam quis nostrud exercitation ullamco,2000-08-18 08:33:41,10,129
Quae plerisque notissima est Quam a nobis sic intelleges eitam ut,2000-02-24 01:02:41,10,412
Desideret Tum vero si stabilem scientiam rerum tenebimus servata illa,2023-10-17 06:01:13,6,251
Numen horreat nec praeteritas voluptates effluere patiatur earumque assidua recordatione laetetur,2017-10-25 01:08:47,11,519
Hominum ac primorum signiferumque maluisti dici Graece ergo praetor Athenis id,2017-12-26 11:55:10,15,203
Non placuit Epicuro medium esse quiddam inter dolorem,2021-04-09 01:43:55,12,37
Nec medium nec ultimum nec extremum sit ita ferri ut,1993-01-20 01:40:59,15,586
Rerum facilis est et ad usus civium non inutile nosque,2020-05-09 04:35:03,6,376
Principio sed ex aeterno tempore intellegi convenire Epicurus autem in quibus,2014-10-10 03:23:11,5,610
Nisi nescio quam illam umbram quod appellant honestum non,2012-02-27 05:30:43,7,584
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,2002-02-23 06:41:10,6,301
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,1991-03-10 08:30:42,15,461
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,2019-12-06 05:20:00,8,605
Libris quaeritur qui sit finis quid,2000-04-18 02:24:07,13,114
Plurimum afferat Nam diligi et carum esse iucundum,2020-06-08 06:47:44,10,596
Tantum enim esse censet quantus videtur,2012-03-03 02:18:41,15,136
Malum est vivere cum dolore,1994-08-04 10:21:32,8,375
De finibus bonorum et malorum fere a,2010-11-06 04:38:26,13,350
Nihil afferrent quo iucundius id est voluptatem et dolorem,1991-12-01 04:18:36,7,110
Morbis impediri necesse est Animi autem morbi sunt cupiditates,2007-06-01 12:23:22,10,539
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,1995-05-03 04:37:30,11,551
Ferrentur et ut dixi ad lineam numquam fore ut,2006-05-22 04:09:19,9,440
Iudicium retinent ne voluptate victi faciant id quod propositum,2006-03-16 03:12:24,7,177
Et urbane Stoicos irridente statua est in eo quod,2011-09-04 06:06:24,13,163
Non inviti legant Quis enim tam,1990-07-10 05:39:45,7,127
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,2018-01-05 01:23:40,6,417
